South Enderby Flea Market,50.538382218356,-119.13882336953,,,Shopping
7-Eleven,50.702057505008,-119.28009518984,V1E 4R3,371 Trans Canada Hwy,Association & Orginization Shopping Resturant
Econospan Structures Corp,50.8213142,-119.7015351,V0E 1M1,472 Aylmer Rd RR 1,Accomodation
Eagle River Golf Course,50.847452143403,-118.95327257571,,1450 Trans Canada Hwy RR1,Sports & Recreation
Emmanuels RV Court,50.7784844,-119.2853047,V0E 2X1,645 Badger Rd,Parks Sports & Recreation
Enderby Pharmacy & Wellness Centre,50.5502824,-119.1379664,V0E 1V0,513 Cliff St,Healthcare
Enderby Gravel Pit,50.553198840697,-119.14005377168,,,
Employment Place,50.836372043282,-118.98611139724,,,
Enderby Dental Centre,50.547542,-119.140165,V0E 1V0,510 George St,Healthcare
e & i sports,53.917728424072,-122.74869537354,,,Sports & Recreation Shopping
E&R Professional Driver Training Centre,54.060776,-123.9971847,V0J 3A2,5159 McLeod Rd RR 2,Public Service Education
A C E Courier Services,53.977911,-122.7692,V2K 5B6,5422 Hartway Dr,Financial Association & Orginization
Lheidli Tenneh Memorial Park (Fort George Park),53.905851469675,-122.73381339509,,,Parks Sports & Recreation
7-Eleven,55.337717283217,-123.09234836701,V0J 2C0,75 Centennial Ave,Association & Orginization Shopping Resturant
Earls,53.911002512281,-122.78091456945,V2M 3C1,1440 Central St E,Shopping
The Exploration Place,53.905433788323,-122.73554078836,V2L 4V7,333 Becott Pl,Arts & Entertainment
Pineview Elementary,53.848792576633,-122.6576757431,,8515 Old Cariboo HWY,Education
Eastway Esso/Post Office,53.902381913558,-122.6776088713,V2N 2H8,3050 Boeing Rd,Transportaion Shopping Resturant
7-Eleven,53.920893619497,-122.79367178679,V2M 3R3,490 Ospika Blvd S,Association & Orginization Shopping Resturant
Edo Japan - College Heights,53.867992353306,-122.77481049299,V2N 4A1,5212 Domano Blvd,Resturant
Eco Pure,53.926607,-122.802267,,,Resturant
Westwood Elementary School,53.895247950858,-122.78532743454,V2N 1V1,2633 Vanier Dr,Education
Judy Russell Enchainement Dance Centre,53.900918,-122.787117,,3540 Opie Cres,Sports & Recreation
Prince George Truck & Equipment,53.841499,-122.729421,,8982 Sintich Road,Transportation
Espace Musique,54.321637,-122.70061,,,Transportation
Everything For A Dollar,53.863926,-122.787338,,,Shopping
Everything Baby,53.91842153901,-122.78064966202,V2M 3B7,Central Street East,Shopping
Ecopure Water,53.883394872053,-122.78077755531,,,Shopping
Evolve,53.880864808543,-122.77209147573,V2N 1N5,2609 Vance Rd,Shopping Sports & Recreation
Esporta PG,53.900796,-122.741371,V2L 1M4,2271 Queensway,Association & Organization
Evolution Imports,53.802707672119,-122.55847167969,,13580 Scott Rd,Transportation
Ecole Franco Nord,53.906447043044,-122.77268138164,,,Education
Edo Japan - Pine Centre,53.897080053809,-122.77774367094,V2N 2S9‎,3055 Massey Dr,Resturant
enterprise,53.87779,-122.73486,,,Transportaion
Every Little Detail,53.913175,-122.732548,,457 3rd Ave,Transportation
Eden Spas Jacuzzi,53.916624,-122.781158,V2M 3B8,105-892 Central St E,Healthcare
Edge Meadows Preschool,53.945996292492,-122.80227899551,V2M 1K8,4440 Craig Dr,Education
Equity Plumbing & Heating Ltd,53.969727,-122.766625,V2K 3A1,4912 Hartway Drive,Public Service
Eaglenest Park,53.914339028623,-122.81042180606,,Eaglenest Cres.,Arts & Entertainment Park
Excalibur Theatre Arts Co.,53.90892763558,-122.78840933115,V2N 1W9,1648 Ogilvie St S,Sports & Recreation
Easyhome,53.9117,-122.75878,V2L,187-1600 15th Ave,Shopping
Eskers Provincial Park,54.036812405237,-123.16360473633,,Ness Lake Rd,Parks Sports & Recreation
Evening Rock,53.942424834256,-122.82797581768,,Foothills Blvd,Arts & Entertainment
Electron Entertainment Inc,53.8996427,-122.7903606,V2N 2S8,3658 Massey Dr,Shopping
Edward Jones - Financial Advisor: Bob Hlina,53.86916,-122.77722,V2N 5E1,5111 Domano Blvd,Financial Association & Orginization
An Evening of Reflection,53.93722,-122.81927,,Geocache,
Extraction Waste Management,54.024377,-122.814393,V2K 5V2,5347 Ferguson Lake Rd,
Eena Lake,54.049721437839,-122.98744201342,,,Sports & Recreation
Enviro West Inc,53.838829,-122.735113,V2N 5T1,9211 National Place #4,Transportaion Shopping Resturant
Excel Insulation,53.970235,-122.720586,V2K 5S4,1660 Fraser Flats Rd,Association & Orginization
Extreme,53.897688214095,-122.77775287628,V2N 2S9,3055 Massey Dr,Shopping
Echoes at Dawn Metaphysical,53.91558,-122.74361,,533 5ominion St.,
Highmark Environmental Services Ltd,54.698725137034,-122.79375359416,V1J 4M7,11763 Hwy 97 N,Shopping
UHNBC ECG Holter Diagnostic Services,53.911656,-122.763873,,,Healthcare
Northern Counselling & EMDR,53.922145873788,-122.75134116411,V2L 3G7,1717 3rd Avenue, Unit 213,Healthcare
Simply Inspired Events and Decor,53.9166,-122.75301,V2N 5G7,3137 College Heights,Accomodation
Custom Edge Sports,53.908151,-122.789236,,1755 Ogilvie Street,Sports & Recreation Shopping
Northern Lights Estate Winery,53.928848610989,-122.75090298699,V2K 5P4,745 Prince George Pulpmill Rd,Shopping
Shanghai Express,53.896934626806,-122.77758280127,,,Resturant
Top Of Mtn On Hwy 3 E Of Osooyos,49.011599374586,-119.40412258412,,,
Edward Jones - Financial Advisor: Brian E Pawluk,49.183312,-119.550014,V0H 1T0,6235 Main St,Financial Association & Orginization
Bailete e Deu! ??,49.56463,-119.55722,,Nárnia,Resturant
A C E Courier Services,49.4809496,-119.5667021,V2A 3H4,1219 Commercial Way,Financial Association & Orginization
P & E Lumber,49.478369,-119.602433,V2A 6J7,200 Green Mountain Rd,Association & Orginization
Canada/USA Border Osoyoos/Oroville Port of Entry,48.99990041456,-119.46297744478,V0H,Hwy 97 S,Public Service
Hester Creek Estate Winery,49.143515170455,-119.59689810646,V0H 1T0,877 Road 8,Shopping
7-Eleven,49.0345165,-119.4743359,V0H 1V2,9131 Main Street,Association & Orginization Shopping Resturant
Jackson Triggs Okanagan Estate,49.231076677433,-119.53581626111,V0H 1T2,7857 Tucelnuit Dr,Shopping
Esso,49.206990019701,-119.81849072441,V0X 1N0,3 BC-3,Transportaion Shopping Resturant
Elephant Island Winery,49.580991183594,-119.58513083089,,2730 Aikins Loop,Shopping
7-Eleven,49.181748972418,-119.55096155405,V0H 1T0,6082 Main St,Association & Orginization Shopping Resturant
Earls,49.478105715976,-119.58351206707,,101-1848 Main St,Resturant
Howling Bluff Estate Winery,49.539581350201,-119.56684472117,V2A 8T7,1086 Three Mile Rd.,Shopping
Black Hills Estate Winery,49.10966279664,-119.54904649216,v0h1t1,4318 Black Sage rd,Shopping
South Okanagan Events Centre,49.495055967201,-119.60660984614,,255 Eckhardt ave west,Arts & Entertainment
Moraine Estate Winery,49.548435175664,-119.57019684377,V2A 8T9,1865 Naramata Road,Shopping
Esso,49.181303,-119.550607,,,
Painted Rock Estate Winery,49.428448039913,-119.57057862863,V2A 8W6,400 Smythe Drive,Shopping
Intersection Estate Winery,49.146701349382,-119.58246832626,,,Shopping
El Sabor De Marina,49.168338,-119.559805,V0H,,Resturant
Bella Coola Elementary School,52.373273,-126.758684,,,Education
Eagle Lodge,52.365414481465,-126.6546201628,,,Accomodation
Erbas Home,53.050033569336,-127.37628936768,,,Accomodation
E-cono U-store,50.027674,-125.270741,,,
E&B Helicopters,50.041447,-125.268828,,,Transportaion
Citadel Entry Systems,49.8523666,-125.128075,V9J 1K3,2188 Miracle Beach Dr,Association & Orginization
Earls Cove BC Ferry Terminal,49.752318509745,-124.00907131643,,,Transportation
Elk Falls Provincial Park Campground,50.033765433838,-125.29562891414,,,Parks
Euspiria Café,49.620888,-124.02341,,,Resturant
West Coast Wilderness Lodge Egmont,49.756081691235,-123.93726551678,,6659 Maple Street,
Good Earth Farms,49.804189,-125.103027,,,Shopping
Esso,50.030656457952,-125.27397956469,V9W 8E8,2001 16th Avenue,Transportaion Shopping Resturant
Egmont,49.749654315657,-123.91699939091,,,Public Service
Earls Cove,49.753192775923,-124.00873450411,,,Public Service
7-Eleven,49.836263945892,-124.52140425147,V8A 3A7,4441 Joyce Avenue,Association & Orginization Shopping Resturant
Elk Falls Suspension Bridge,50.028081,-125.286422,V9H,,Public Service
Emerald Cove, Cortes Island,50.11030108333,-125.05380399799,V0P 1K0,Manson's Landing Provincial Park,
Edie Rae's Cafe,49.874138,-124.55263,V8A 4K4,6243 Walnut St,Resturant
7-Eleven,50.0113497,-125.24685,V9W 2Y1,223 Dogwood St,Association & Orginization Shopping Resturant
Jet Electric,49.7923524,-125.0161007,V9J 1V5,6392 Treherne Rd,Association & Orginization
Jet Electric,49.7923524,-125.0161007,V9J 1V5,6392 Treherne,Association & Orginization
Good Eats,49.761538992039,-125.04087209702,V9J 1M5,6091 Ledingham Road,Resturant
tsolum elementary  school,49.76672273562,-125.02695679665,V9J 1T6,2505 Smith Rd.,Education
Eagle Express chair,49.741406555461,-125.30070784028,,,Healthcare
Emerald Sea Engineering,49.718436,-124.9932563,V9N 5Z1,4920 Island Hwy N,Association & Orginization
Engrave It,49.718062471963,-124.99354386953,,,Shopping
Eden Street Salon & Spa,49.962606,-125.229469,,,Healthcare
Ecole Willow Point Elementary,49.967370428095,-125.21570766485,V9W 1S4,250 Larwood Road,Arts & Entertainment Park
Buchanan E,49.268970980944,-123.2532599148,,,Arts & Entertainment
Ponderosa Annex E,49.264658751453,-123.25652960675,,,Public Service
Valemount Elementary,52.829872,-119.270398,,,Education
Valemount Health Center & Emergencey,52.831616,-119.273899,,,Healthcare
Valemount Craft Beer Experience 2018,52.853143202621,-119.3348801136,,,Arts & Entertainment
Canoe Mountain Extreme Sports,52.831913245672,-119.2636939168,,,Shopping Sports & Recreation
Dr. E. Hutton & Associates,49.131459661057,-121.96024775505,V2R 1E3,201-7056 Vedder Rd,Healthcare
Kwik E Art Signs and Graphics,49.225305246632,-122.38009929657,V4S 1C6,12311 Bell St,Association & Orginization
Emil Anderson,49.866596221924,-121.44143676758,,,Transportation
Esso,49.375573210665,-121.43480061635,V0X 1L4,1175 4th Ave,Transportaion Shopping Resturant
Elkheart Brakecheck,49.895660654033,-120.35546425084,,Hwy 97C,Parks
Earls,49.141218066349,-121.96344490942,V2R 1A3,45543 Luckakuck Way,Shopping
Esso,49.361108435761,-121.46604725019,,,Transportaion Shopping Resturant
Browns Socialhouse Eagle Landing,49.150481,-121.976457,V2R 0R5,8236 Eagle Landing Pkwy,Shopping
Esso,49.247525,-121.782681,V0M 1A1,2406 Hot Springs Rd,Transportaion Shopping Resturant
Englewood Homes,49.103932217401,-121.95798871535,,Keith Wilson,Association & Orginization
Esso,49.457292052968,-120.50795620621,V0X 1W0,160 Tapton Ave,Transportaion Shopping Resturant
Esso,49.153212,-121.96376,,45571 Yale Road,Transportaion Shopping Resturant
Esso,49.185502851526,-121.76594233574,V0X 1X1,52855 Yale Rd,Transportaion Shopping Resturant
Envision Credit Union,49.379633904733,-121.44400063505,,,Financial
Curly Kale Eatery,49.10578523035,-121.96147084236,V2R 3N3,5669 Vedder Rd,Resturant
Cultas Lake Entrance Bay,49.057359354434,-121.97091791597,,,Parks Sports & Recreation
Envision Financial,49.081871,-122.056396,V2R 5E4,42206 Yarrow Central Road,Financial Association & Orginization
Promontory Elementary,49.101366950818,-121.94515480911,V2R 5Z5,45828-45940 Promontory Rd,Education
A & E Pest Control,48.6,-116.86,83821,99 N Arnold Dr,
Exxon,48.731796084305,-116.29814630872,83805,510311 Highway 95,Transportaion Shopping Resturant
Misty Mountain Espresso,48.685745,-116.318412,83805,6769 Main St,Resturant
Exxon,48.683485923679,-116.32196681198,37040,6697 Hwy 95,Transportaion Shopping Resturant
Trapper Creek Bar (Elkin's Resort),48.621852992682,-116.89668094732,83848,Elkins Road,Arts & Entertainment
The Entree Gallery,48.629027,-116.90909,83848,,Arts & Entertainment
Samie Ann's Esspresso,48.714571,-117.413586,,,Resturant
Bonners Ferry Port Of Entry Weigh Station,48.731721531974,-116.29704410802,83805,,Accomodation
Blackcomb's Excalibur Gondola,50.111123385792,-122.9493164998,,Blackcomb Mountain,Healthcare
Artisan Eats,49.380214228805,-123.34441436681,V0N 1G0,539 Artisan Lane,Resturant
Evangelical Free Church Kamloops,50.720846503881,-120.36936524996,,1123 8th Street,Sports & Recreation Arts & Entertainment
Embers,50.67596925287,-120.32911923131,V2C 2B2,540 Victoria Street,Resturant
Extreme bikers,50.683287,-120.34379,,,Sports & Recreation
Excel Nails,50.676671354894,-120.33106763987,V2C 1Y3,230-450 Lansdowne St,Healthcare
Edward Jones - Financial Advisor: Andrea S Hanna,50.712917154354,-120.36403499924,V2B 6C3,1579 Collingwood Dr,Financial Association & Orginization
Estrs Market,50.670889,-120.363049,V2C,OM2425,Shopping
Ebata Eyecare Optometry,50.669704,-120.354719,V2C 1L2,Mezz-910 Columbia St W,Healthcare
Elevation Chair,50.89939,-119.898894,,Sun Peaks Resort,Healthcare
Levick Enterprises Ltd,51.546279,-120.912827,V0K 1X1,7260 Lakes Blvd RR 1,Association & Orginization
RTS Electronics,50.6606015,-120.3654473,V2C 5P5,2A-962 Laval Cres,Shopping
Evergreen Mall,54.227336872379,-125.75839617878,,,Shopping Resturant
Carey's Positive Electronics ltd.,54.223801096861,-125.75400343387,,,Shopping
7-Eleven,54.396981287994,-126.65743947029,V0J 1Z0,3066 Yellowhead Hwy,Association & Orginization Shopping Resturant
Esso,54.396897,-126.657175,,Hwy 16,Transportaion Shopping Resturant
Endako Roadhouse Bar & Grill,54.085745187308,-125.02108738586,V0J 1L0,826 Hwy 16 W,Resturant
Endako,54.085901889507,-125.02150810833,,,Public Service
Eve River Log Sort,54.55203,-125.102419,,,Parks Sports & Recreation
Esso,54.061356038017,-124.91127116462,,Highway 16,
Entrance Island,54.55203,-125.102419,,,Public Service
Elements Restaurant,54.401709974188,-126.64425680294,,3488 Highway 16,
Endako Ropadhouse,54.085944,-125.020967,,Highway 16 west,
Endako Mine,54.035653065138,-125.09797096252,V0J 1S0,Endako Mine Rd,Accomodation
Karl E.A. Strimbold,54.191748,-125.542821,V0J 1E3,17-343 Yellowhead Hwy 16,Financial Association & Orginization
Pacific Truck & Equipment,54.396596,-126.666709,,,Transportation
Sunshine Inn Estates,54.3988265,-126.645109,V0J 1Z2,3451 11th Street,Accomodation
BV Electric,54.722206,-127.057662,V0J 2X1,2400 Telkwa Highroad,Association & Orginization
Sowchea Elementary School,54.423973,-124.284852,V0J 1P0,2649 Sowchea Rd,Education
Mouse Mountain Elementary‎ School Playground,54.060697694279,-124.83695983887,V0J 1S0,266 Taluk Ave,Arts & Entertainment Park
GOBC Real Estate .com,53.872082062909,-124.41262096167,V3S 0x9,101 - 15385 Highway 10,Accomodation Association & Organization
Real Estate Prep,53.99983,-125.0032,V6G 3K3,310-638 Broughton Street,Education
Wet'sewe'en Village,54.328199393923,-125.88460922241,,,Parks
Stellaten Fish Fence,54.047427684576,-124.91171836853,V0J 1S0,Francois Lake Rd,Sports & Recreation
Stellat'en First Nations,54.063478379601,-124.91154670715,,,Public Service
Stellat'en Village,54.084770645069,-125.01576662064,,,Parks
Lee Mac Electric Ltd,50.0318799,-125.2704901,V9W 4L7,1881 17th Ave,Association & Orginization
Eagle eye business,50.037001809129,-125.27400281161,,,Association & Orginization
Eden Cat Veterinary Clinic,50.0372823,-125.2726821,V9W 2G8,2228S Island Hwy,Healthcare
Rosse Ed Plumbing Ltd,50.028022,-125.270811,V9W 3L7,1324 Spruce St,Association & Orginization
Elk River Cabins,50.035257,-125.281381,,,Transportation
Econo Ezy Box Storage,50.027452,-125.270902,V9W 7R2,1231 Spruce St,Transportation
Guillevin International Co - Electrical,50.031577,-125.2641766,V9W 3G2,1690G Maple St,Unit 1,Shopping
Brymik Earthworks Ltd,50.0392608,-125.2710495,V9W 2G9,2401 Island Hwy,Association & Orginization
salmon snorkelling exit point,50.034786224365,-125.2635345459,,,Parks Sports & Recreation
Houle Electric Ltd,50.045018,-125.270287,V9W 6H7,1851D Coulter Rd,Association & Orginization
Western Equipment,50.030130626521,-125.25350671687,,,Shopping
Universal Electronics,50.02738,-125.254977,V9W 5T4,1261 Ironwood St,Association & Orginization
Powerserve Energy,50.024148,-125.256894,,,Association & Orginization
NAPA Auto Parts - Cres (Campbell River Equipment Sales) 1986 Ltd,50.0255786,-125.254604,V9W 5L6,1033 IRONWOOD ST,Transportation
E.B. Horsman,50.023834005953,-125.2562249692,,,Shopping
Elk Falls Side Channel,50.038674947117,-125.29581069946,,,Parks
Eye Examinations,50.028227337168,-125.24841070175,V9W 4H1,730 13th Ave #1,Financial Association & Orginization
Eagle eye adventures,50.01827208818,-125.26124276467,V9W 8C9,1348  Island Hwy,Public Service
Eagle's hall,50.03031,-125.299061,,1999 14th Ave,
Hay Electric,50.019295,-125.255951,,670 Homewood Road,Public Service
Eiko Jones Photography,50.026118243086,-125.2476811409,V9W 4G4,560c 11th Avenue,Arts & Entertainment
Cedar Street Eatery,50.02648,-125.24682,,,Shopping
FedEx Authorized Shipcentre,50.026559368462,-125.24654388428,V9w 4g5,581B 11th Ave,Association & Orginization
Edward Jones - Financial Advisor: Kim Emsley-Leik,50.026503504252,-125.24560665278,V9W 2C8,1170 Shoppers Row, Ste 301,Financial Association & Orginization
Edward Jones - Financial Advisor: Donald W Sherwood,50.026614723136,-125.24552527976,V9W 2C8,1170 Shoppers Row, Suite 301,Financial Association & Orginization
ecole de deux mondes,50.01956,-125.25218,,,Education
Earworm Sound,50.02656,-125.24508,,,Association & Orginization
Green Earth Carpet Cleaning,50.013968,-125.267508,V9W 3W1,1720 Willis Rd,Public Service
Gourmet Essentials,50.02624057567,-125.24430897365,,,Shopping
ERT,50.015296,-125.257367,,,Parks
Highland Engineering Services Ltd,50.024742,-125.243766,V9W 2P8,104-950 Alder St,Association & Orginization
RealPro Real Estate Services,50.02559440144,-125.2426815033,V9W 3M3,966 Shoppers Row,Accomodation Association & Organization
Embody Wellness,50.025411032949,-125.24259783296,,964 Shoppers Row,Healthcare
Enterprise Centre,50.02316,-125.2433,,,Association & Orginization
Island Funeral Services Elk Falls Cremation and Reception Centre,50.0236492,-125.2402297,V9W 2C2,103-909 Island Hwy,Association & Organization
Eugene Henry Physiotherapy,50.014974278902,-125.24793419562,,107-250 Dogwood St.,Healthcare
Argonaut Contracting And Excavation,50.024457,-125.310963,V9H 1P3,4300 Argonaut Rd,Association & Orginization
Argonaut Contracting And Excavation,50.024457,-125.310963,V9H 1P3,4300 Argonaut Rd,Association & Orginization
Fitness Etc,50.011055516757,-125.2477401495,V9W 2X8,190 Dogwood Street,Shopping
Eagle Ranch Golf Course,50.529473789685,-116.0269800387,V0A,9581 Eagle Ranch Trail,Sports & Recreation
Eddie Mountain Arena,50.50385367434,-116.02510929108,V0A 1K0,502 13 St,Arts & Entertainment
Elbow Lake backcountry campground,50.637848356712,-115.00922068131,,,Parks Sports & Recreation
The Inside edge,50.506622336958,-116.0290700366,,,
Eddie Mountain Arena,50.513587126445,-116.06505715591,,502 13th Ave,Arts & Entertainment
Elements Grill,50.511832540306,-115.99349749674,,,Shopping
EMP,50.495953307403,-116.0397301766,,,Education
Essentials,50.503769,-116.025868,V0A 1K0,516 - 13th St,Arts & Entertainment
Edgewater Hilltop Par 3,50.709025681962,-116.1324283788,V0A 1E0,5585 Highway 95,Sports & Recreation
Edibles Cafe,50.466419,-115.977203,,,Resturant
Jaffray Elementary Jr.  Secondary School,49.37240698,-115.29997344,,,Education
Lake Enid,50.546421716297,-116.12187148808,,,Parks Sports & Recreation
Saliken Fine Dining - Eagle Ranch Resort,50.530295,-116.027576,BC,9581 Eagle Ranch Trail,Resturant
Mountain Electric Ltd,50.022726,-114.923845,V0B 1H0,750 Fording Dr,Association & Orginization
Horsethief Creek Pub & Eatery,50.6207283,-116.0704738,,,Arts & Entertainment
Sandor Rental Equipment Ltd,49.5355957,-115.7400982,V1C 3T4,2450 Cranbrook St N,Transportaion
Waters Edge RV Park,58.51856,-130.03723,V0W,,Parks Sports & Recreation
E Z Knit Fabric Store,48.545222503926,-117.90591716766,99114,165 N Main St,Arts & Entertainment
R. E. Shoe Company,48.544613,-117.905645,99114,102 N Main Street,Shopping
Twin Rivers Elementary,49.31812,-117.659544,,649 7th Avenue,
Power Up Electrical Ltd,49.334812,-117.673292,V1N 4V1,2533 Waters Rd,Shopping
Pass Creek Exhibition Park,49.338714,-117.667044,,,Parks Sports & Recreation
Martech Electrical Systems Ltd,49.3027213,-117.6601971,V1N 4J4,1700 Woodland Dr,Association & Orginization
Martech Electrical Systems Ltd,49.3027213,-117.6601971,V1N 4J4,1700 Woodland Dr,Shopping
Andres Electronic experts,49.296482,-117.653212,V1N 2W8,200-1965 Columbia Ave,Shopping
Selkirk EyeCare,49.295865,-117.653878,V1N 2W8,115-1983 Columbia Ave,Healthcare
7-Eleven,49.29551688581,-117.65290090445,V1N 2W8,1999 Columbia Ave,Association & Orginization Shopping Resturant
Extra Foods,49.295157,-117.653517,,,Resturant
Bluewave Energy,49.292021,-117.6504,V1N 3B2,2180 6th Ave,Transportaion Shopping Resturant
SK Fire Equipment,49.2905824,-117.6492872,V1N 2W1,2233 6th Avenue,Shopping
Extra Foods,49.022776106923,-118.47038666584,V0H 1H0,7000 27th St,Shopping
Copper Eagle Cappucino and Bakery,49.087956480043,-118.67749214199,V0H 1J0,325 South Copper St.,Resturant
Evans Campground,48.668068868093,-118.05875446736,99126,,Parks Sports & Recreation
FedEx Authorized Shipcentre,49.28151026446,-117.62815833092,V1N 4K6,1077 Columbia Rd,Association & Orginization
Ernies Auto Wrecking,49.251164,-117.663515,,,Transportation
Esao,49.409031586842,-117.54011825635,,,Transportaion Shopping Resturant
Kinnaird Elementary,49.21881,-117.68473,,2273 10th Avenue,
Endless Adventures,49.445104,-117.557387,,,Sports & Recreation Shopping
Esso,49.118273,-117.541166,V0G 1L0,,Transportaion Shopping Resturant
Evergreen Sports & Physical Therapy,49.096125994157,-117.70815605038,,,Accomodation
Ermelinda Estates,49.0969,-117.676,V1R 2T3,3188 Highway Dr,Accomodation
Entek Painting & Decking,49.116645,-117.529809,V0G 1L1,109 Campbell Rd,Association & Orginization
Esso,49.040146612113,-118.20797873418,,,Transportaion Shopping Resturant
Eternity Clothing Company,49.033310095485,-118.43570709229,V0H 1H2,2963 Central Ave,Shopping
The Explorers Society Hotel,50.99902,-118.19589,V0E,111 First St,Accomodation
Big Eddy Pub & Liquor Store,50.99804490302,-118.23036152216,,2108 Big Eddy Road,Resturant
Esso,50.282054053197,-119.26734469685,V1T 4Y9,4800 27 St,Transportaion Shopping Resturant
Quartermaster Eatery,50.998997,-118.19589,V0E 2S0,109 First St,Resturant
Century 21 Executives Realty,50.263091954778,-119.27332878113,V1T 5M2,2907 32nd St,Association & Orginization
Holiday Inn Express & Suites Vernon,50.281021975625,-119.27649646997,V1T 5Y9,4716 34th Street,Accomodation
Revelstoke Equipment Rentals Ltd,51.0143235,-118.2129049,V0E 2S0,210 N Highway 23,Shopping
7-Eleven,51.0010867898,-118.19769322872,V0E 2S0,401 Victoria Ave,Association & Orginization Shopping Resturant
Emo's Pizza & Steak House,51.001025690165,-118.19869360758,V0E 2S0,418 W 1st St,Resturant
Expert nails,50.275973217358,-119.26661030178,,,Shopping
Eatology,50.264394750816,-119.27095081852,,3100-30th Street,Resturant
Big Eddy Glass Works,50.997734441129,-118.22129666805,,1741 Celgar Road,Arts & Entertainment
hillview elementary,50.25576,-119.23863,,,Education
NAPA Auto Parts - Echlin Enterprises Ltd,50.8194416,-119.6906896,V0E 1M0,621 1ST AVE,Transportation
Golden Ears Farm Fruit stand,50.796925,-119.702187,,,Resturant
7-Eleven,50.023180175811,-119.40659701824,V4V 1T6,9724 Hwy 97 N,Association & Orginization Shopping Resturant
Ellison Hall,49.947838042395,-119.36796989769,,,
Enterprise Rent-A-Car,49.95311,-119.38113,V1V 1S1,11 - 5533 Airport Way,Transportaion
7-Eleven,55.696959010038,-121.6303306818,V0C 1J0,5001 South Access Rd,Association & Orginization Shopping Resturant
Vestas Wind Energy,55.693371,-121.631143,V0C 1J0,4501 - 45th Avenue,Association & Orginization
Don Titus Elementary School,55.699141,-121.639034,,,Accomodation
Mac's / Esso,55.695702,-121.619905,V0C 1J0,4801 S Access Rd.,Transportaion Shopping Resturant
Source Energy Services,55.704601267923,-121.6040052362,V0C 1J0,4590 Nicholson Road,Association & Organization
Enchanting Esthetics,56.039056962551,-121.90670735461,V0C 1V0,9028 Jamieson Ave,Shopping
Encorp Return It Depot,55.120927633918,-120.99012345478,,,Public Service
Concourse E,49.197354007984,-123.17480564117,,Vancouver International Airport (YVR),Transportaion
Mangia E Bevi,49.330933110984,-123.17179253531,V7V 1K4,2222 Marine Drive,Resturant
E&M Interiors,49.268706379963,-123.14572101946,,1913-1933 Burrard St,Shopping
dad's espresso,48.268879,-117.714959,99109,2309 Highway 395 S,Resturant
Tuc-el-nuit Lake,49.19639467236,-119.54309421786,,37041 81st Street,Sports & Recreation
Maverick Estate Winery,49.095917961209,-119.55921422341,,,Shopping
Time Estate Winery,49.117504,-119.550683,,,Shopping
El Ranchito,48.278027,-117.715563,99109,,Resturant
River Stone Estate Winery,49.215403270085,-119.54373671558,V0H 1T0,143 Buchannan Dr,Shopping
Kismet Estate Winery,49.099755037012,-119.56355528533,,,Shopping
Bartlett Excavating,49.0051053,-118.2231877,V0H 1E0,105 Ponderosa,
Roosters Espresso,48.709498,-119.436645,98855,,Resturant
Bordertown Vineyards & Estate Winery,49.037397,-119.477768,,,Shopping
Desert Hills Estate Winery,49.102607789819,-119.54656221795,V0H 1T1,4078 Black Sage Road,Resturant
Expressions Espresso,48.93713807,-119.436344,98844,718 Appleway St,Resturant
Lariana Estate Winery,49.000206176175,-119.46040310811,,,Shopping
Extra foods gas bar,49.033852836378,-118.44272471421,,Hwy 3,Transportaion Shopping Resturant
s espresso cafe,49.03309,-118.4356,V0H 1H5,236 market ave,Resturant
jogas espresso cafe,49.03309,-118.4356,V0H 1H5,236 market ave,Resturant
Jogas Espresso Cafe,49.032389350724,-118.43734832022,BC,236 Market ave,Resturant
Dr A. Leroy eye doctor,49.032775505487,-118.43845367432,,2nd street,Healthcare
Video Express,49.032976,-118.442325,,,Shopping Arts & Entertainment
Perly Elementary,49.026639002052,-118.4508877899,,Hwy 3,Education
Yogen Fruz Del Este,49.029051088178,-118.45400885696,99118,Mall Del Este,Resturant
CFB Wine Tasting Event,49.028929841102,-118.45408149114,,123 Well Rd,Shopping
Pinegrove Small Engine Repair,49.027596,-118.463624,V0H 1H0,,Transportation
Hutton Elementary,49.025879992405,-118.46979731623,,2575 72 St,Education
Shuswap Lake Estates Golf & Country Club,50.869975,-119.382658,V0E 1H2,2404 Centennial Dr,Sports & Recreation
Sunburst Express,50.884673117837,-119.8863530159,V0E 5N0,3250 Village Way,Healthcare
Style For Everyone,50.874928,-119.910681,V0E 5N0,1402 Burfield Drive,Association & Orginization
Bulldog Excavating,50.860869,-119.354481,V0E 1H1,3608 McBride Rd,Shopping
Golden Ears Fruit Stand,50.875569982439,-119.61607584223,,,Parks
Esso,50.224599940212,-121.57718539238,V0K 1Z0,176 Trans Canada Hwy,Transportaion Shopping Resturant
Eclipse,50.655247,-120.371432,V1S 1J2,1320 Trans Canada Hwy. W,Shopping
Pure Evolution Salon & Boutique,50.671748,-120.333338,V2c 6l1,300 Columbia St,Association & Orginization
Pronto Enterprises Ltd,50.7007534,-120.3293191,V2H 1G7,1025 Ricardo Rd,
Eyes On The Harbour,49.673664,-124.927118,,,Healthcare
Dr. Joan Eaton,49.674492,-124.928029,,,Healthcare
D'Esterre House,49.672425,-124.927139,,,Atrs & Entertainment
